pth,label
./affectnet/train/neutral/image0007520.jpg,neutral
./affectnet/train/neutral/image0016497.jpg,neutral
./affectnet/train/neutral/image0015374.jpg,neutral
./affectnet/train/neutral/image0002176.jpg,neutral
./affectnet/train/neutral/image0006155.jpg,neutral
./affectnet/train/neutral/image0017272.jpg,neutral
./affectnet/train/neutral/image0009181.jpg,neutral
./affectnet/train/neutral/image0012411.jpg,neutral
./affectnet/train/neutral/image0002964.jpg,neutral
./affectnet/train/neutral/image0003193.jpg,neutral
./affectnet/train/neutral/image0002540.jpg,neutral
./affectnet/train/neutral/image0014868.jpg,neutral
./affectnet/train/neutral/image0015672.jpg,neutral
./affectnet/train/neutral/image0007417.jpg,neutral
./affectnet/train/neutral/image0001203.jpg,neutral
./affectnet/train/neutral/image0007325.jpg,neutral
./affectnet/train/neutral/image0014761.jpg,neutral
./affectnet/train/neutral/image0017263.jpg,neutral
./affectnet/train/neutral/image0012339.jpg,neutral
./affectnet/train/neutral/image0012777.jpg,neutral
./affectnet/train/neutral/image0013506.jpg,neutral
./affectnet/train/neutral/image0015480.jpg,neutral
./affectnet/train/neutral/image0015014.jpg,neutral
./affectnet/train/neutral/image0016861.jpg,neutral
./affectnet/train/neutral/image0002038.jpg,neutral
./affectnet/train/neutral/image0015246.jpg,neutral
./affectnet/train/neutral/image0010698.jpg,neutral
./affectnet/train/neutral/image0014831.jpg,neutral
./affectnet/train/neutral/image0007980.jpg,neutral
./affectnet/train/neutral/image0015064.jpg,neutral
./affectnet/train/neutral/image0017008.jpg,neutral
./affectnet/train/neutral/image0010688.jpg,neutral
./affectnet/train/neutral/image0015533.jpg,neutral
./affectnet/train/neutral/image0017423.jpg,neutral
./affectnet/train/neutral/image0007303.jpg,neutral
./affectnet/train/neutral/image0012015.jpg,neutral
./affectnet/train/neutral/image0016171.jpg,neutral
./affectnet/train/neutral/image0000737.jpg,neutral
./affectnet/train/neutral/image0000329.jpg,neutral
./affectnet/train/neutral/image0015487.jpg,neutral
./affectnet/train/neutral/image0016896.jpg,neutral
./affectnet/train/neutral/image0009452.jpg,neutral
./affectnet/train/neutral/image0009326.jpg,neutral
./affectnet/train/neutral/image0003559.jpg,neutral
./affectnet/train/neutral/image0017161.jpg,neutral
./affectnet/train/neutral/image0015029.jpg,neutral
./affectnet/train/neutral/image0000631.jpg,neutral
./affectnet/train/neutral/image0015433.jpg,neutral
./affectnet/train/neutral/image0000057.jpg,neutral
./affectnet/train/neutral/image0016047.jpg,neutral
./affectnet/train/neutral/image0012837.jpg,neutral
./affectnet/train/neutral/image0013341.jpg,neutral
./affectnet/train/neutral/image0001722.jpg,neutral
./affectnet/train/neutral/image0006307.jpg,neutral
./affectnet/train/neutral/image0000283.jpg,neutral
./affectnet/train/neutral/image0016078.jpg,neutral
./affectnet/train/neutral/image0000344.jpg,neutral
./affectnet/train/neutral/image0000878.jpg,neutral
./affectnet/train/neutral/image0013419.jpg,neutral
./affectnet/train/neutral/image0008398.jpg,neutral
./affectnet/train/neutral/image0008100.jpg,neutral
./affectnet/train/neutral/image0012901.jpg,neutral
./affectnet/train/neutral/image0014314.jpg,neutral
./affectnet/train/neutral/image0010312.jpg,neutral
./affectnet/train/neutral/image0012367.jpg,neutral
./affectnet/train/neutral/image0016641.jpg,neutral
./affectnet/train/neutral/image0016460.jpg,neutral
./affectnet/train/neutral/image0011304.jpg,neutral
./affectnet/train/neutral/image0012420.jpg,neutral
./affectnet/train/neutral/image0016391.jpg,neutral
./affectnet/train/neutral/image0012825.jpg,neutral
./affectnet/train/neutral/image0004766.jpg,neutral
./affectnet/train/neutral/image0003437.jpg,neutral
./affectnet/train/neutral/image0012143.jpg,neutral
./affectnet/train/neutral/image0008938.jpg,neutral
./affectnet/train/neutral/image0007746.jpg,neutral
./affectnet/train/neutral/image0013146.jpg,neutral
./affectnet/train/neutral/image0016719.jpg,neutral
./affectnet/train/neutral/image0016467.jpg,neutral
./affectnet/train/neutral/image0011354.jpg,neutral
./affectnet/train/neutral/image0013996.jpg,neutral
./affectnet/train/neutral/image0005211.jpg,neutral
./affectnet/train/neutral/image0010706.jpg,neutral
./affectnet/train/neutral/image0002415.jpg,neutral
./affectnet/train/neutral/image0009552.jpg,neutral
./affectnet/train/neutral/image0002164.jpg,neutral
./affectnet/train/neutral/image0008826.jpg,neutral
./affectnet/train/neutral/image0015073.jpg,neutral
./affectnet/train/neutral/image0009852.jpg,neutral
./affectnet/train/neutral/image0012166.jpg,neutral
./affectnet/train/neutral/image0010714.jpg,neutral
./affectnet/train/neutral/image0013100.jpg,neutral
./affectnet/train/neutral/image0003084.jpg,neutral
./affectnet/train/neutral/image0008665.jpg,neutral
./affectnet/train/neutral/image0010018.jpg,neutral
./affectnet/train/neutral/image0008683.jpg,neutral
./affectnet/train/neutral/image0001739.jpg,neutral
./affectnet/train/neutral/image0009242.jpg,neutral
./affectnet/train/neutral/image0001577.jpg,neutral
./affectnet/train/neutral/image0004757.jpg,neutral
./affectnet/train/neutral/image0002654.jpg,neutral
./affectnet/train/neutral/image0010912.jpg,neutral
./affectnet/train/neutral/image0015075.jpg,neutral
./affectnet/train/neutral/image0014335.jpg,neutral
./affectnet/train/neutral/image0004077.jpg,neutral
./affectnet/train/neutral/image0009717.jpg,neutral
./affectnet/train/neutral/image0017066.jpg,neutral
./affectnet/train/neutral/image0012628.jpg,neutral
./affectnet/train/neutral/image0017157.jpg,neutral
./affectnet/train/neutral/image0007966.jpg,neutral
./affectnet/train/neutral/image0003272.jpg,neutral
./affectnet/train/neutral/image0007882.jpg,neutral
./affectnet/train/neutral/image0009493.jpg,neutral
./affectnet/train/neutral/image0003343.jpg,neutral
./affectnet/train/neutral/image0014828.jpg,neutral
./affectnet/train/neutral/image0010112.jpg,neutral
./affectnet/train/neutral/image0005846.jpg,neutral
./affectnet/train/neutral/image0015544.jpg,neutral
./affectnet/train/neutral/image0013956.jpg,neutral
./affectnet/train/neutral/image0003664.jpg,neutral
./affectnet/train/neutral/image0004812.jpg,neutral
./affectnet/train/neutral/image0014732.jpg,neutral
./affectnet/train/neutral/image0012542.jpg,neutral
./affectnet/train/neutral/image0017129.jpg,neutral
./affectnet/train/neutral/image0002268.jpg,neutral
./affectnet/train/neutral/image0001988.jpg,neutral
./affectnet/train/neutral/image0003521.jpg,neutral
./affectnet/train/neutral/image0009980.jpg,neutral
./affectnet/train/neutral/image0012800.jpg,neutral
./affectnet/train/neutral/image0011833.jpg,neutral
./affectnet/train/neutral/image0015705.jpg,neutral
./affectnet/train/neutral/image0016584.jpg,neutral
./affectnet/train/neutral/image0008393.jpg,neutral
./affectnet/train/neutral/image0006443.jpg,neutral
./affectnet/train/neutral/image0011959.jpg,neutral
./affectnet/train/neutral/image0010628.jpg,neutral
./affectnet/train/neutral/image0011704.jpg,neutral
./affectnet/train/neutral/image0012333.jpg,neutral
./affectnet/train/neutral/image0011671.jpg,neutral
./affectnet/train/neutral/image0017010.jpg,neutral
./affectnet/train/neutral/image0012139.jpg,neutral
./affectnet/train/neutral/image0016853.jpg,neutral
./affectnet/train/neutral/image0016503.jpg,neutral
./affectnet/train/neutral/image0017374.jpg,neutral
./affectnet/train/neutral/image0014564.jpg,neutral
./affectnet/train/neutral/image0015895.jpg,neutral
./affectnet/train/neutral/image0014537.jpg,neutral
./affectnet/train/neutral/image0015312.jpg,neutral
./affectnet/train/neutral/image0007011.jpg,neutral
./affectnet/train/neutral/image0005009.jpg,neutral
./affectnet/train/neutral/image0000452.jpg,neutral
./affectnet/train/neutral/image0012337.jpg,neutral
./affectnet/train/neutral/image0005248.jpg,neutral
./affectnet/train/neutral/image0002921.jpg,neutral
./affectnet/train/neutral/image0012328.jpg,neutral
./affectnet/train/neutral/image0010298.jpg,neutral
./affectnet/train/neutral/image0014505.jpg,neutral
./affectnet/train/neutral/image0011602.jpg,neutral
./affectnet/train/neutral/image0012364.jpg,neutral
./affectnet/train/neutral/image0008667.jpg,neutral
./affectnet/train/neutral/image0004475.jpg,neutral
./affectnet/train/neutral/image0013317.jpg,neutral
./affectnet/train/neutral/image0003195.jpg,neutral
./affectnet/train/neutral/image0011090.jpg,neutral
./affectnet/train/neutral/image0004081.jpg,neutral
./affectnet/train/neutral/image0013037.jpg,neutral
./affectnet/train/neutral/image0016891.jpg,neutral
./affectnet/train/neutral/image0016760.jpg,neutral
./affectnet/train/neutral/image0013789.jpg,neutral
./affectnet/train/neutral/image0008033.jpg,neutral
./affectnet/train/neutral/image0001201.jpg,neutral
./affectnet/train/neutral/image0008180.jpg,neutral
./affectnet/train/neutral/image0012370.jpg,neutral
./affectnet/train/neutral/image0014892.jpg,neutral
./affectnet/train/neutral/image0000016.jpg,neutral
./affectnet/train/neutral/image0004629.jpg,neutral
./affectnet/train/neutral/image0001334.jpg,neutral
./affectnet/train/neutral/image0001813.jpg,neutral
./affectnet/train/neutral/image0008493.jpg,neutral
./affectnet/train/neutral/image0016590.jpg,neutral
./affectnet/train/neutral/image0014094.jpg,neutral
./affectnet/train/neutral/image0001690.jpg,neutral
./affectnet/train/neutral/image0012499.jpg,neutral
./affectnet/train/neutral/image0015519.jpg,neutral
./affectnet/train/neutral/image0003806.jpg,neutral
./affectnet/train/neutral/image0017402.jpg,neutral
./affectnet/train/neutral/image0001400.jpg,neutral
./affectnet/train/neutral/image0015348.jpg,neutral
./affectnet/train/neutral/image0012880.jpg,neutral
./affectnet/train/neutral/image0015461.jpg,neutral
./affectnet/train/neutral/image0004717.jpg,neutral
./affectnet/train/neutral/image0016036.jpg,neutral
./affectnet/train/neutral/image0001564.jpg,neutral
./affectnet/train/neutral/image0006605.jpg,neutral
./affectnet/train/neutral/image0000397.jpg,neutral
./affectnet/train/neutral/image0016234.jpg,neutral
./affectnet/train/neutral/image0006912.jpg,neutral
./affectnet/train/neutral/image0013289.jpg,neutral
./affectnet/train/neutral/image0017212.jpg,neutral
./affectnet/train/neutral/image0006920.jpg,neutral
./affectnet/train/neutral/image0005625.jpg,neutral
./affectnet/train/neutral/image0003748.jpg,neutral
./affectnet/train/neutral/image0007017.jpg,neutral
./affectnet/train/neutral/image0006274.jpg,neutral
./affectnet/train/neutral/image0014454.jpg,neutral
./affectnet/train/neutral/image0012295.jpg,neutral
./affectnet/train/neutral/image0015710.jpg,neutral
./affectnet/train/neutral/image0013423.jpg,neutral
./affectnet/train/neutral/image0011547.jpg,neutral
./affectnet/train/neutral/image0014636.jpg,neutral
./affectnet/train/neutral/image0014616.jpg,neutral
./affectnet/train/neutral/image0000098.jpg,neutral
./affectnet/train/neutral/image0017222.jpg,neutral
./affectnet/train/neutral/image0000275.jpg,neutral
./affectnet/train/neutral/image0016683.jpg,neutral
./affectnet/train/neutral/image0007693.jpg,neutral
./affectnet/train/neutral/image0017298.jpg,neutral
./affectnet/train/neutral/image0012519.jpg,neutral
./affectnet/train/neutral/image0008599.jpg,neutral
./affectnet/train/neutral/image0016044.jpg,neutral
./affectnet/train/neutral/image0007434.jpg,neutral
./affectnet/train/neutral/image0009283.jpg,neutral
./affectnet/train/neutral/image0004686.jpg,neutral
./affectnet/train/neutral/image0012507.jpg,neutral
./affectnet/train/neutral/image0006554.jpg,neutral
./affectnet/train/neutral/image0007310.jpg,neutral
./affectnet/train/neutral/image0014375.jpg,neutral
./affectnet/train/neutral/image0014516.jpg,neutral
./affectnet/train/neutral/image0009426.jpg,neutral
./affectnet/train/neutral/image0010602.jpg,neutral
./affectnet/train/neutral/image0012545.jpg,neutral
./affectnet/train/neutral/image0015598.jpg,neutral
./affectnet/train/neutral/image0015785.jpg,neutral
./affectnet/train/neutral/image0010685.jpg,neutral
./affectnet/train/neutral/image0015898.jpg,neutral
./affectnet/train/neutral/image0010898.jpg,neutral
./affectnet/train/neutral/image0001084.jpg,neutral
./affectnet/train/neutral/image0013143.jpg,neutral
./affectnet/train/neutral/image0005880.jpg,neutral
./affectnet/train/neutral/image0014882.jpg,neutral
./affectnet/train/neutral/image0010664.jpg,neutral
./affectnet/train/neutral/image0002579.jpg,neutral
./affectnet/train/neutral/image0005342.jpg,neutral
./affectnet/train/neutral/image0006225.jpg,neutral
./affectnet/train/neutral/image0002662.jpg,neutral
./affectnet/train/neutral/image0005520.jpg,neutral
./affectnet/train/neutral/image0008346.jpg,neutral
./affectnet/train/neutral/image0013599.jpg,neutral
./affectnet/train/neutral/image0017036.jpg,neutral
./affectnet/train/neutral/image0011039.jpg,neutral
./affectnet/train/neutral/image0001572.jpg,neutral
./affectnet/train/neutral/image0002372.jpg,neutral
./affectnet/train/neutral/image0013389.jpg,neutral
./affectnet/train/neutral/image0012704.jpg,neutral
./affectnet/train/neutral/image0013961.jpg,neutral
./affectnet/train/neutral/image0008829.jpg,neutral
./affectnet/train/neutral/image0009647.jpg,neutral
./affectnet/train/neutral/image0016484.jpg,neutral
./affectnet/train/neutral/image0012521.jpg,neutral
./affectnet/train/neutral/image0002867.jpg,neutral
./affectnet/train/neutral/image0010167.jpg,neutral
./affectnet/train/neutral/image0008052.jpg,neutral
./affectnet/train/neutral/image0000439.jpg,neutral
./affectnet/train/neutral/image0008150.jpg,neutral
./affectnet/train/neutral/image0009040.jpg,neutral
./affectnet/train/neutral/image0014671.jpg,neutral
./affectnet/train/neutral/image0009686.jpg,neutral
./affectnet/train/neutral/image0005333.jpg,neutral
./affectnet/train/neutral/image0002071.jpg,neutral
./affectnet/train/neutral/image0004406.jpg,neutral
./affectnet/train/neutral/image0013286.jpg,neutral
./affectnet/train/neutral/image0013542.jpg,neutral
./affectnet/train/neutral/image0009819.jpg,neutral
./affectnet/train/neutral/image0017306.jpg,neutral
./affectnet/train/neutral/image0006242.jpg,neutral
./affectnet/train/neutral/image0013167.jpg,neutral
./affectnet/train/neutral/image0008702.jpg,neutral
./affectnet/train/neutral/image0012822.jpg,neutral
./affectnet/train/neutral/image0011500.jpg,neutral
./affectnet/train/neutral/image0015537.jpg,neutral
./affectnet/train/neutral/image0014837.jpg,neutral
./affectnet/train/neutral/image0002902.jpg,neutral
./affectnet/train/neutral/image0013474.jpg,neutral
./affectnet/train/neutral/image0011892.jpg,neutral
./affectnet/train/neutral/image0008760.jpg,neutral
./affectnet/train/neutral/image0001546.jpg,neutral
./affectnet/train/neutral/image0014803.jpg,neutral
./affectnet/train/neutral/image0002819.jpg,neutral
./affectnet/train/neutral/image0004493.jpg,neutral
./affectnet/train/neutral/image0005515.jpg,neutral
./affectnet/train/neutral/image0017303.jpg,neutral
./affectnet/train/neutral/image0003595.jpg,neutral
./affectnet/train/neutral/image0012092.jpg,neutral
./affectnet/train/neutral/image0005258.jpg,neutral
./affectnet/train/neutral/image0003994.jpg,neutral
./affectnet/train/neutral/image0005659.jpg,neutral
./affectnet/train/neutral/image0000326.jpg,neutral
./affectnet/train/neutral/image0013382.jpg,neutral
./affectnet/train/neutral/image0001803.jpg,neutral
./affectnet/train/neutral/image0014819.jpg,neutral
./affectnet/train/neutral/image0003618.jpg,neutral
./affectnet/train/neutral/image0001530.jpg,neutral
./affectnet/train/neutral/image0000435.jpg,neutral
./affectnet/train/neutral/image0014710.jpg,neutral
./affectnet/train/neutral/image0000820.jpg,neutral
./affectnet/train/neutral/image0005769.jpg,neutral
./affectnet/train/neutral/image0000508.jpg,neutral
./affectnet/train/neutral/image0015855.jpg,neutral
./affectnet/train/neutral/image0009689.jpg,neutral
./affectnet/train/neutral/image0010743.jpg,neutral
./affectnet/train/neutral/image0002029.jpg,neutral
./affectnet/train/neutral/image0005569.jpg,neutral
./affectnet/train/neutral/image0015463.jpg,neutral
./affectnet/train/neutral/image0009174.jpg,neutral
./affectnet/train/neutral/image0014204.jpg,neutral
./affectnet/train/neutral/image0004401.jpg,neutral
./affectnet/train/neutral/image0017193.jpg,neutral
./affectnet/train/neutral/image0014693.jpg,neutral
./affectnet/train/neutral/image0007938.jpg,neutral
./affectnet/train/neutral/image0011763.jpg,neutral
./affectnet/train/neutral/image0015378.jpg,neutral
./affectnet/train/neutral/image0002430.jpg,neutral
./affectnet/train/neutral/image0014420.jpg,neutral
./affectnet/train/neutral/image0012123.jpg,neutral
./affectnet/train/neutral/image0014603.jpg,neutral
./affectnet/train/neutral/image0006315.jpg,neutral
./affectnet/train/neutral/image0012327.jpg,neutral
./affectnet/train/neutral/image0007167.jpg,neutral
./affectnet/train/neutral/image0008360.jpg,neutral
./affectnet/train/neutral/image0000924.jpg,neutral
./affectnet/train/neutral/image0016493.jpg,neutral
./affectnet/train/neutral/image0013012.jpg,neutral
./affectnet/train/neutral/image0016550.jpg,neutral
./affectnet/train/neutral/image0016132.jpg,neutral
./affectnet/train/neutral/image0011267.jpg,neutral
./affectnet/train/neutral/image0017019.jpg,neutral
./affectnet/train/neutral/image0016142.jpg,neutral
./affectnet/train/neutral/image0000319.jpg,neutral
./affectnet/train/neutral/image0006326.jpg,neutral
./affectnet/train/neutral/image0005840.jpg,neutral
./affectnet/train/neutral/image0015296.jpg,neutral
./affectnet/train/neutral/image0012084.jpg,neutral
./affectnet/train/neutral/image0012569.jpg,neutral
./affectnet/train/neutral/image0015219.jpg,neutral
./affectnet/train/neutral/image0012371.jpg,neutral
./affectnet/train/neutral/image0008143.jpg,neutral
./affectnet/train/neutral/image0007536.jpg,neutral
./affectnet/train/neutral/image0006628.jpg,neutral
./affectnet/train/neutral/image0001895.jpg,neutral
./affectnet/train/neutral/image0012595.jpg,neutral
./affectnet/train/neutral/image0005945.jpg,neutral
./affectnet/train/neutral/image0006422.jpg,neutral
./affectnet/train/neutral/image0003085.jpg,neutral
./affectnet/train/neutral/image0016433.jpg,neutral
./affectnet/train/neutral/image0012819.jpg,neutral
./affectnet/train/neutral/image0010367.jpg,neutral
./affectnet/train/neutral/image0017386.jpg,neutral
./affectnet/train/neutral/image0008076.jpg,neutral
./affectnet/train/neutral/image0017381.jpg,neutral
./affectnet/train/neutral/image0010488.jpg,neutral
./affectnet/train/neutral/image0003131.jpg,neutral
./affectnet/train/neutral/image0012023.jpg,neutral
./affectnet/train/neutral/image0002844.jpg,neutral
./affectnet/train/neutral/image0012665.jpg,neutral
./affectnet/train/neutral/image0017047.jpg,neutral
./affectnet/train/neutral/image0007825.jpg,neutral
./affectnet/train/neutral/image0008659.jpg,neutral
./affectnet/train/neutral/image0002082.jpg,neutral
./affectnet/train/neutral/image0008897.jpg,neutral
./affectnet/train/neutral/image0014384.jpg,neutral
./affectnet/train/neutral/image0003335.jpg,neutral
./affectnet/train/neutral/image0016617.jpg,neutral
./affectnet/train/neutral/image0013450.jpg,neutral
./affectnet/train/neutral/image0011426.jpg,neutral
./affectnet/train/neutral/image0002382.jpg,neutral
./affectnet/train/neutral/image0005464.jpg,neutral
./affectnet/train/neutral/image0007824.jpg,neutral
./affectnet/train/neutral/image0007673.jpg,neutral
./affectnet/train/neutral/image0016610.jpg,neutral
./affectnet/train/neutral/image0009333.jpg,neutral
./affectnet/train/neutral/image0014860.jpg,neutral
./affectnet/train/neutral/image0009387.jpg,neutral
./affectnet/train/neutral/image0003255.jpg,neutral
./affectnet/train/neutral/image0004268.jpg,neutral
./affectnet/train/neutral/image0010648.jpg,neutral
./affectnet/train/neutral/image0000388.jpg,neutral
./affectnet/train/neutral/image0012098.jpg,neutral
./affectnet/train/neutral/image0014298.jpg,neutral
./affectnet/train/neutral/image0015637.jpg,neutral
./affectnet/train/neutral/image0013630.jpg,neutral
./affectnet/train/neutral/image0016195.jpg,neutral
./affectnet/train/neutral/image0001332.jpg,neutral
./affectnet/train/neutral/image0016127.jpg,neutral
./affectnet/train/neutral/image0011322.jpg,neutral
./affectnet/train/neutral/image0014499.jpg,neutral
./affectnet/train/neutral/image0017438.jpg,neutral
./affectnet/train/neutral/image0008710.jpg,neutral
./affectnet/train/neutral/image0001601.jpg,neutral
./affectnet/train/neutral/image0011557.jpg,neutral
./affectnet/train/neutral/image0000662.jpg,neutral
./affectnet/train/neutral/image0015736.jpg,neutral
./affectnet/train/neutral/image0005044.jpg,neutral
./affectnet/train/neutral/image0005519.jpg,neutral
./affectnet/train/neutral/image0000809.jpg,neutral
./affectnet/train/neutral/image0014862.jpg,neutral
./affectnet/train/neutral/image0010627.jpg,neutral
./affectnet/train/neutral/image0014267.jpg,neutral
./affectnet/train/neutral/image0014973.jpg,neutral
./affectnet/train/neutral/image0009495.jpg,neutral
./affectnet/train/neutral/image0015600.jpg,neutral
./affectnet/train/neutral/image0013681.jpg,neutral
./affectnet/train/neutral/image0007605.jpg,neutral
./affectnet/train/neutral/image0004756.jpg,neutral
./affectnet/train/neutral/image0014146.jpg,neutral
./affectnet/train/neutral/image0012574.jpg,neutral
./affectnet/train/neutral/image0003831.jpg,neutral
./affectnet/train/neutral/image0014105.jpg,neutral
